1,0,59698437.4399
1,1,59693913.1687
1,2,59691888.7692
1,3,59678765.3844
1,4,59677168.9437
1,5,59675332.6542
1,6,59675614.1705
1,7,59686731.0218
1,8,59698384.7186
1,9,59704866.797
1,10,59691162.6931
1,11,59685829.3467
1,12,59674284.8997
1,13,59672531.1242
1,14,59688844.6633
1,15,59673919.5687
1,16,59673534.8825
1,17,59676812.5779
1,18,59693685.0436
1,19,59694038.2521
1,20,59677350.6915
2,0,119377180.613
2,1,119360075.356
2,2,119379951.52
2,3,119258585.927
2,4,119347279.35
2,5,119325846.75
2,6,119323938.297
2,7,119324603.101
2,8,119343942.799
2,9,119340843.106
2,10,119346428.319
2,11,119332377.487
2,12,119354705.397
2,13,119337109.816
2,14,119341589.809
2,15,119338008.275
2,16,119351029.075
2,17,119376408.75
2,18,119299033.961
2,19,119253100.08
2,20,119351904.858
4,0,175762776.481
4,1,175786378.27
4,2,173605280.145
4,3,172093318.723
4,4,171652246.141
4,5,173488290.598
4,6,173597953.648
4,7,173167641.529
4,8,173608777.764
4,9,172585442.671
4,10,173603073.988
4,11,173246524.585
4,12,173467099.748
4,13,173143090.275
4,14,172289175.809
4,15,171406483.315
4,16,173462564.98
4,17,172363603.096
4,18,173450799.251
4,19,163704673.914
4,20,159608007.773
